NRO. RESOLUCIÓN,FECHA DE EMISIÓN,ASUNTO,NOMBRE DE LA ORGANIZACIÓN,TIPO DE SERVICIO,TIPO DE SERVICIO ESPECIFÍCO,APROBADO POR,PEDIDO_UNIFICADO
SGDPN-DRCPN-2025-0091-R,2025-02-26,REGISTRO DE DIRECTIVA,ORGANIZACION JATUN CABILDO DEL CANTON PUJILI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0092-R,2025-02-27,REGISTRO DE DIRECTIVA,COMUNIDAD PAQUIESTANCIA DE LA PARROQUIA DE AYORA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0093-R,2025-02-27,REGISTRO DE DIRECTIVA,"COMUNIDAD ASENTAMIENTO ANCESTRAL COFAN ""SINANGOE""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0094-R,2025-02-28,REGISTRO DE DIRECTIVA,COMUNIDAD DE AGUAS TERMALES DE YANAYACU BAJO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0095-R,2025-02-28,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA JATUN SUMAKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0096-R,2025-03-05,REGISTRO DE DIRECTIVA,COMUNIDAD PAQUIESTANCIA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0097-R,2025-03-05,REGISTRO DE DIRECTIVA,COMUNIDAD SAN FRANCISCO DE TOTILLAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0098-R,2025-03-05,REFORMA DE ESTATUTO,FUNDACION WARY,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0099-R,2025-03-06,REGISTRO DE DIRECTIVA,PUEBLO KICHWA DE RUKULLAKTA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0100-R,2025-03-07,REGISTRO DE DIRECTIVA,COMUNA COCHECORRAL,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0101-R,2025-03-07,REGISTRO DE DIRECTIVA,CENTRO SHUAR ACHUAR WAYUSENTSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0102-R,2025-03-07,INCLUSION DE SOCIOS,CENTRO SHUAR ACHUAR WAYUSENTSA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0103-R,2025-03-07,REGISTRO DE DIRECTIVA,COMUNA DE RAÍCES ANCESTRALES SAN CARLOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0104-R,2025-03-07,PERSONERÍA JURÍDICA,ASOCIACIÓN DE MUJERES INDÍGENAS ÑAN DE LA COMUNIDAD CUTURIVI CHICO,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERÍA JURÍDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0105-R,2025-03-07,REGISTRO DE DIRECTIVA,COMUNIDAD WAORANI TIGUINO DEL ECUADOR,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0106-R,2025-03-07,REGISTRO DE DIRECTIVA,COMUNIDAD DE GUANANSI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0107-R,2025-03-07,REGISTRO DE DIRECTIVA,COMUNIDAD DE GUANANSI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0108-R,2025-03-10,REFORMA DE ESTATUTO,COMUNIDAD DE GUANANSI,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0109-R,2025-03-10,REGISTRO DE DIRECTIVA,COMUNIDAD DE GUANANSI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0110-R,2025-03-10,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS,COMUNIDAD KICHWA GENERAL WAMI DEL RÍO PUNINO,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0111-R,2025-03-10,REGISTRO DE DIRECTIVA,"COMUNIDAD ""CHOCHAS DE TABACUNDO""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0112-R,2025-03-11,INCLUSIÓN DE SOCIOS,CENTRO SHUAR YUNKUANKAS,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0113-R,2025-03-11,REGISTRO DE DIRECTIVA,CENTRO SHUAR KAKAIM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0114-R,2025-03-11,REGISTRO DE DIRECTIVA,ASOCIACION IKIAM DEL PUEBLO SHUAR DE CHICO MENDEZ,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0115-R,2025-03-11,PERSONALIDAD JURÍDICA,FUNDACIÓN CACICAZGO CANDO PILUMANGA,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONALIDAD JURÍDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0116-R,2025-03-11,REGISTRO DE DIRECTIVA,FUNDACIÓN DE DESARROLLO SOCIAL AFROECUATORIANA AZÚCAR,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0117-R,2025-03-12,REGISTRO DE DIRECTIVA,CENTRO SAN CARLOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0118-R,2025-03-12,REGISTRO DE DIRECTIVA,CENTRO SAN CARLOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0119-R,2025-03-12,REGISTRO DE DIRECTIVA,FUNDACIÓN DE DESARROLLO SOCIAL AFROECUATORIANA AZÚCAR,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0120-R,2025-03-12,REGISTRO DE DIRECTIVA,COMUNIDAD KUCHWA ACHUPALLAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0121-R,2025-03-12,REGISTRO DE DIRECTIVA,FUNDACIÓN COTOPAXI AYLLUKUNA SUMAK KAWSAYPAK FUNCAYSUMAK,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0122-R,2025-03-13,REGISTRO DE DIRECTIVA,"FUNDACIÓN ÉTNICA CULTURAL RAÍCES MONTUBIA DEL ECUADOR, FECRAMEC",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0123-R,2025-03-13,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE AFROS ESMERALDEÑOS RESIDENTES EN SUCUMBIOS AAERS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0124-R,2025-03-13,INCLUSION Y EXCLUSION DE SOCIOS,ASOCIACIÓN DE AFROS ESMERALDEÑOS RESIDENTES EN SUCUMBIOS AAERS,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION Y EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0125-R,2025-03-13,INCLUSION DE SOCIOS,ORGANIZACIÓN SOCIAL ASOCIACIÓN CASAS VIEJAS ORGASCAV,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0126-R,2025-03-13,INCLUSIÓN DE SOCIOS,CENTRO DE DESARROLLO COMUNITARIO ISLA PUNGALILLO,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0127-R,2025-03-13,REGISTRO DE DIRECTIVA,COJNAPIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0128-R,2025-03-13,INCLUSIÓN DE SOCIOS,COJNAPIS,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0129-R,2025-03-13,REGISTRO DE DIRECTIVA,COMITÉ POBLACIONAL DE GESTIÓN COMUNITARIA WANKAVILKAS DE ENGABAO DEL PUEBLO WANAKAVILKA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0130-R,2025-03-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR UCHICH SUANTS DE SANTA ROSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0131-R,2025-03-14,PERSONERIA JURIDICA,ASOCIACIÓN DEL PUEBLO MONTUBIO DEL CANTÓN SALITRE,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0132-R,2025-03-14,REGISTRO DE DIRECTIVA,ASOCIACIÓN PUEBLO MONTUBIO DEL CANTÓN SALITRE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0133-R,2025-03-14,REGISTRO DE DIRECTIVA,MOVIMIENTO INDIGENA TUNGURAHUA MIT-A,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0134-R,2025-03-14,REGISTRO DE DIRECTIVA,"CENTRO SHUAR ""SAAR ENTSA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0135-R,2025-03-14,PERSONERIA JURIDICA,COMUNIDAD KICHWA MUSHUK KAWSAY,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0136-R,2025-03-14,PERSONERIA JURIDICA,FUNDACIÓN DE DESARROLLO INTEGRAL MUSHUK WIÑARI GUANGAJE,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0137-R,2025-03-14,INCLUSIÓN DE SOCIOS,CENTRO SECOYA ENO,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0138-R,2025-03-14,REGISTRO DE DIRECTIVA,CENTRO SECOYA ENO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0139-R,2025-03-14,PERSONERIA JURIDICA,PUEBLO KCHWA NATABUELA,Personería jurídica de Pueblos y Nacionalidades,Personería jurídica de pueblos y nacionalidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de Pueblos y Nacionalidades
SGDPN-DRCPN-2025-0140-R,2025-03-14,EXCLUSION DE SOCIOS,CENTRO DE TURISMO COMUNITARIO MATIRI,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0141-R,2025-03-14,REGITRO DE DIRECTIVA,CENTRO DE TURISMO COMUNITARIO MATIRI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGITRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0142-R,2025-03-18,REGISTRO DE DIRECTIVA,COMUNA ANCESTRAL TUNDURAMA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0143-R,2025-03-18,REGISTRO DE DIRECTIVA,"COMUNIDAD INDIGENA SAN ARCOS DE GALÁPAGOS, PARROQUIA CHUGCHILAN",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0144-R,2025-03-18,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE TRABAJADORES AUTÓNOMOS INDÍGENAS SALASACAS RESIDENTES EN GALÁPAGOS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0145-R,2025-03-18,REGISTRO DE DIRECTIVA,COMUNA KICHWA MANGUIWA COCHAPAMBA KATITAWA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0146-R,2025-03-18,REGISTRO DE DIRECTIVA,COMITÉ DE MUJERES UNORCAC,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0147-R,2025-03-18,REGISTRO DE DIRECTIVA,ORGANIZACIÓN WAORANI DE PASTAZA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0148-R,2025-03-19,REGISTRO DE DIRECTIVA,CENTRO SHUAR ACHUAR GUADALUPE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0149-R,2025-03-19,REGISTRO DE DIRECTIVA,COMUNIDAD DE COCHAPAMPA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0150-R,2025-03-19,REGISTRO DE DIRECTIVA,ORGANIZACIÓN SOCIAL DE INDÍGENAS Y CAMPESINOS RESIDENTES EN QUITO JATUN TAITA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0151-R,2025-03-19,REFORMA DE ESTATUTO,COMITÉ DE DESARROLLO SUMAK KAWSAY,Reforma y mejoramiento del Estatuto,Reforma y codificación del Estatuto,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y mejoramiento del Estatuto
SGDPN-DRCPN-2025-0152-R,2025-03-19,REGISTRO DE DIRECTIVA,CIRCUNSCRIPCION TERRITORIAL INDIGENA Y GOBIERNO AUTONOMO DE TIGUA CITIGAT,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0153-R,2025-03-19,REGISTRO DE DIRECTIVA,UNIÓN DE ORGANIZACIONES INDÍGENAS Y CAMPESINAS DE MULALILLO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0154-R,2025-03-19,REGISTRO DE DIRECTIVA,ORGANIZACIÓN COMUNIDAD KICHWA ANCESTRAL SAN JOSÉ CURARAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0155-R,2025-03-20,REGISTRO DE DIRECTIVA,"COMUNIDAD KICHWA ""NARUPA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0156-R,2025-03-20,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS,"COMUNIDAD KICHWA ""NARUPA""",Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSIÓN Y EXCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0157-R,2025-03-20,REGISTRO DE DIRECTIVA,UNIÓN DE ORGANIZACIONES INDÍGENAS Y CAMPESINAS DE MULALILLO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0158-R,2025-03-21,REGISTRO DE DIRECTIVA,NACIONALIDAD SHIWIAR DEL ECUADOR -NASHIE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0159-R,2025-03-21,PERSONERIA JURIDICA,FUNDACIÓN DE DESARROLLO INTEGRAL PALLOS FUDP,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0160-R,2025-03-21,PERSONERIA JURIDICA,ASOCIACIÓN DE AFRODESCENDIENTES SEGUNDA QUIÑONEZ DE SUCUMBIOS,Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0161-R,2025-03-21,PERSONERIA JURIDICA,COMUNIDAD MISS ECUADOR,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0162-R,2025-03-21,REGISTRO DE DIRECTIVA,ASOCIACIÓN CUATRO DE OCTUBRE DE MORAVIA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0163-R,2025-03-21,PERSONERIA JURIDICA,"ASOCIACIÓN DE MUJERES COFANES ""A´ TSE""",Personería jurídica a organizaciones sin fines de lucro,"Personería jurídica de corporaciones de primer, segundo y tercer grado",Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
